Bit Size,Bit Type,Bit Mfg,Bit Serial Number,Depth In,Depth Out,Distance,Hrs,ROP,I,O,MD,LOC,B,G,OD,RP,Official Well Name,Formation Summary,Operator,Spud,Run Date,Rig Contractor,Rig Name,State / Province,County / Parish,Mud Code,Mud Wt Avg,Mud Wt Max,Mud Wt Min,Latitude,Longitude,Az In,Az Out,Inc In,Inc Max,Inc Min,Inc Out,Dir Type,BHA Type,Field,Bit Nozzle Summary,Bit TFA,
7.875,KM524,HUGHES,5292444,8627,9169,542,13,41.69,,,,,,,,,CASCADE 14_23-16N-9W 4HX,MRMC,DEVON ENERGY,28-May-19,29-Jun-19,HELMERICH & PAYNE DRILLING,542,OKLAHOMA,KINGFISHER,O,,9.2,9.2,35.869511,-98.126244,79.66,180.89,12.07,75.89,10.63,75.89,C,,,,,
12.250,MDSI713,SMITH BITS,JN5862,2378,3365,987,23,42.91,1,1,WT,S,X,I,WT,TD,CASH 1-7 SWD,H2O,WATERBRIDGE OPERATING,10-Mar-19,,SPN WELL SERVICES,29,OKLAHOMA,PITTSBURG,O,,,,35.099066,-95.548374,,,,,,,V,,,,,
8.750,VY713P-F,VAREL,4010653,3365,8380,5015,59,85.00,2,3,CT,S,X,I,WT,PR,CASH 1-7 SWD,H2O,WATERBRIDGE OPERATING,10-Mar-19,,SPN WELL SERVICES,29,OKLAHOMA,PITTSBURG,O,,,,35.099066,-95.548374,,,,,,,V,,,,,
8.750,GTD74DC,SECURITY,13039607,8380,8432,52,3,17.33,2,3,WT,S,X,I,WT,PR,CASH 1-7 SWD,H2O,WATERBRIDGE OPERATING,10-Mar-19,,SPN WELL SERVICES,29,OKLAHOMA,PITTSBURG,O,,,,35.099066,-95.548374,,,,,,,V,,,,,
8.750,Z813,SMITH BITS,JN5570,8432,8498,66,5.5,12.00,1,2,WT,S,X,I,WT,PR,CASH 1-7 SWD,H2O,WATERBRIDGE OPERATING,10-Mar-19,,SPN WELL SERVICES,29,OKLAHOMA,PITTSBURG,O,,,,35.099066,-95.548374,,,,,,,V,,,,,
8.750,VG-66DX2,HUGHES,5281274,8498,8638,140,27,5.19,4,8,BC,A,E,1,WT,PR,CASH 1-7 SWD,H2O,WATERBRIDGE OPERATING,10-Mar-19,,SPN WELL SERVICES,29,OKLAHOMA,PITTSBURG,O,,,,35.099066,-95.548374,,,,,,,V,,,,,
8.750,F59Y,SMITH BITS,RJ8368,8638,8698,60,12,5.00,4,8,WT,A,E,2,WT,PR,CASH 1-7 SWD,H2O,WATERBRIDGE OPERATING,10-Mar-19,,SPN WELL SERVICES,29,OKLAHOMA,PITTSBURG,O,,,,35.099066,-95.548374,,,,,,,V,,,,,
8.750,VG-66DX2,HUGHES,5280841,8698,8790,92,22.5,4.09,4,6,WT,A,E,I,WT,TD,CASH 1-7 SWD,H2O,WATERBRIDGE OPERATING,10-Mar-19,,SPN WELL SERVICES,29,OKLAHOMA,PITTSBURG,O,,,,35.099066,-95.548374,,,,,,,V,,,,,
12.250,616,VAREL,4011590,596,4281,3685,37,99.59,,,,,,,,,CHAIN 20-29-1XH,MISSISIPIAN,DERBY OPERATING,26-Aug-19,,CACTUS DRILLING,166,OKLAHOMA,DEWEY,W,,,,36.000762,-98.725888,,,,,,,V,,,,,
12.250,506TX,HUGHES,5302859,4022,8303,4022,55.5,72.47,,,,,,,,,CHAIN 20-29-1XH,MISSISIPIAN,DERBY OPERATING,26-Aug-19,,CACTUS DRILLING,166,OKLAHOMA,DEWEY,W,,,,36.000762,-98.725888,,,,,,,V,,,,,
8.750,V613P,VAREL,4011619,8303,9000,697,18.5,37.68,,,,,,,,,CHAIN 20-29-1XH,MISSISIPIAN,DERBY OPERATING,26-Aug-19,,CACTUS DRILLING,166,OKLAHOMA,DEWEY,W,,,,36.000762,-98.725888,,,,,,,V,,,,,
8.750,V613P,VAREL,4011619,9000,10788,1788,59.5,30.05,,,,,,,,,CHAIN 20-29-1XH,MISSISIPIAN,DERBY OPERATING,26-Aug-19,,CACTUS DRILLING,166,OKLAHOMA,DEWEY,O,,,,36.000762,-98.725888,,,,,,,V,,,,,
8.750,Z713,SMITH BITS,JN2547,10788,11118,330,33,10.00,,,,,,,,,CHAIN 20-29-1XH,MISSISIPIAN,DERBY OPERATING,26-Aug-19,,CACTUS DRILLING,166,OKLAHOMA,DEWEY,O,,,,36.000762,-98.725888,,,,,,,H,,,,,
8.750,MDSI713,SMITH BITS,JN6342,11118,11340,222,20,11.10,,,,,,,,,CHAIN 20-29-1XH,MISSISIPIAN,DERBY OPERATING,26-Aug-19,,CACTUS DRILLING,166,OKLAHOMA,DEWEY,O,,,,36.000762,-98.725888,,,,,,,H,,,,,
8.750,FHI37HYD,SMITH BITS,RJ9633,11340,11623,283,40,7.08,,,,,,,,,CHAIN 20-29-1XH,MISSISIPIAN,DERBY OPERATING,26-Aug-19,,CACTUS DRILLING,166,OKLAHOMA,DEWEY,O,,,,36.000762,-98.725888,,,,,,,H,,,,,
17.500,U616M,ULTERRA,18654,110,1050,940,15,62.67,,,,,,,,,CHANNEL 1709 3H-30X,MRMC,NEWFIELD EXPLORATION AND PRODUCTION,15-Oct-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,KINGFISHER,O,,,,35.897986,-98.199297,,,,,,,V,,ALTONA,,1.17,
10.625,U616M,ULTERRA,48409,1050,6756,5706,44,129.68,1,3,CT,S,X,,FC,PR,CHANNEL 1709 3H-30X,MRMC,NEWFIELD EXPLORATION AND PRODUCTION,15-Oct-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,KINGFISHER,O,,,,35.897986,-98.199297,,,,,,,V,,ALTONA,,0.9,
10.625,U616M,ULTERRA,48408,6756,8550,1794,26.5,67.70,1,2,CT,S,X,,NO,TD,CHANNEL 1709 3H-30X,MRMC,NEWFIELD EXPLORATION AND PRODUCTION,15-Oct-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,KINGFISHER,O,,,,35.897986,-98.199297,,,,,,,V,,ALTONA,,0.9,
10.625,CF613,ULTERRA,48312,8550,9128,578,16.5,35.03,1,1,NO,A,X,,NO,TD,CHANNEL 1709 3H-30X,MRMC,NEWFIELD EXPLORATION AND PRODUCTION,15-Oct-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,KINGFISHER,O,,,,35.897986,-98.199297,,,,,,,V,,ALTONA,,0.9,
7.875,DD506TX,HUGHES,5301757,9128,11951,2823,39.5,71.47,1,3,WT,S,X,,WT,PR,CHANNEL 1709 3H-30X,MRMC,NEWFIELD EXPLORATION AND PRODUCTION,15-Oct-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,KINGFISHER,O,,,,35.897986,-98.199297,,,,,,,V,,ALTONA,,0.9,
7.875,SPL616,ULTERRA,49970,11951,19856,7905,105,75.29,1,2,WT,S,X,,WT,TD,CHANNEL 1709 3H-30X,MRMC,NEWFIELD EXPLORATION AND PRODUCTION,15-Oct-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,KINGFISHER,O,,,,35.897986,-98.199297,,,,,,,V,,ALTONA,,0.99,
17.500,U616M,ULTERRA,,108,1040,932,14,66.57,,,,,,,,,CHANNEL 1709 5H-30X,MRMC,NEWFIELD EXPLORATION AND PRODUCTION,4-Sep-19,,PATTERSON UTI DRILLING,293,OKLAHOMA,KINGFISHER,W,,,,35.897986,-98.19916,,,,,,,V,,,,,
10.625,GT55WKHE,SECURITY,,1040,6318,5278,45,117.29,1,6,WT,S,X,,WT,PR,CHANNEL 1709 5H-30X,MRMC,NEWFIELD EXPLORATION AND PRODUCTION,4-Sep-19,,PATTERSON UTI DRILLING,293,OKLAHOMA,KINGFISHER,O,,,,35.897986,-98.19916,,,,,,,V,,,,,
10.625,U616M,ULTERRA,,6318,8220,1902,19.5,97.54,1,1,CT,S,X,,WT,BHA,CHANNEL 1709 5H-30X,MRMC,NEWFIELD EXPLORATION AND PRODUCTION,4-Sep-19,,PATTERSON UTI DRILLING,293,OKLAHOMA,KINGFISHER,O,,,,35.897986,-98.19916,,,,,,,V,,,,,
17.500,VTD619S,VAREL,4009783,100,1512,1412,14.5,97.38,0,0,NO,G,X,,NO,TD,CHAPMAN 1511 2-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,W,,,,35.76217,-98.340776,,,,,,,V,,,,,
12.250,V616,VAREL,4011344,1512,3107,1595,19.58,81.46,0,1,WT,S,X,,NO,PR,CHAPMAN 1511 2-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76217,-98.340776,,,,,,,V,,,,,
12.250,FY616PF,VAREL,4011320,3107,7119,4012,72.25,55.53,1,3,WT,S,X,,NO,DMF,CHAPMAN 1511 2-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76217,-98.340776,,,,,,,V,,,,,
12.250,FY616PXF,VAREL,4011071,7119,9723,2604,63.23,41.18,1,2,WT,S,X,,NO,TD,CHAPMAN 1511 2-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76217,-98.340776,,,,,,,V,,,,,
8.750,MDSI613,SMITH BITS,JN3968,9723,10961,1238,40.32,30.70,2,3,WT,S,X,,CT,TD,CHAPMAN 1511 2-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76217,-98.340776,,,,,,,C,,,,,
8.750,SPL613,ULTERRA,43463,10961,12560,1599,57.75,27.69,2,5,BT,S,X,1,CT,PR,CHAPMAN 1511 2-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76217,-98.340776,,,,,,,H,,,,,
8.750,SPL616,ULTERRA,44836,12560,17796,5236,163.63,32.00,2,3,WT,S,X,1,CT,PR,CHAPMAN 1511 2-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76217,-98.340776,,,,,,,H,,,,,
8.750,V513PDUX,VAREL,4009477,17796,19503,1707,52.42,32.56,1,3,CT,S,X,1,CT,TD,CHAPMAN 1511 2-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76217,-98.340776,,,,,,,H,,,,,
17.500,VTD619S,VAREL,4009783,100,1512,1412,12,117.67,1,1,CT,S,1,,NO,TD,CHAPMAN 1511 3-23-26MXH,MRMC,MARATHON OIL,15-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,W,,,,35.762225,-98.340776,,,,,,,V,,,,,
12.250,VY616P,VAREL,4011329,1512,8111,6599,73.6,89.66,2,2,BT,S,X,,PN,DMF,CHAPMAN 1511 3-23-26MXH,MRMC,MARATHON OIL,15-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.762225,-98.340776,,,,,,,V,,,,,
12.250,VY616,VAREL,4011345,8111,9638,1527,20.57,74.23,1,1,CT,S,X,,NO,TD,CHAPMAN 1511 3-23-26MXH,MRMC,MARATHON OIL,15-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.762225,-98.340776,,,,,,,V,,,,,
8.750,F613PF,VAREL,4011268,9638,10803,1165,29.4,39.63,2,4,CT,S,X,,BT,BHA,CHAPMAN 1511 3-23-26MXH,MRMC,MARATHON OIL,15-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.762225,-98.340776,,,,,,,V,,,,,
8.750,SPL613,ULTERRA,43461,10803,11184,381,7.92,48.11,1,2,CT,G,X,1,BT,BHA,CHAPMAN 1511 3-23-26MXH,MRMC,MARATHON OIL,15-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.762225,-98.340776,,,,,,,H,,,,,
8.750,HP424,HUGHES,5277015,11184,11429,245,13.92,17.60,1,1,NO,G,X,,CT,BHA,CHAPMAN 1511 3-23-26MXH,MRMC,MARATHON OIL,15-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.762225,-98.340776,,,,,,,C,,,,,
8.750,XS616,HUGHES,JP5268,11429,15143,3714,88.22,42.10,0,1,FC,S,X,,NO,PR,CHAPMAN 1511 3-23-26MXH,MRMC,MARATHON OIL,15-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.762225,-98.340776,,,,,,,H,,,,,
8.750,XS616,SMITH BITS,JM9400,15143,19291,4148,107.88,38.45,1,2,WT,S,X,,CT,TD,CHAPMAN 1511 3-23-26MXH,MRMC,MARATHON OIL,15-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.762225,-98.340776,,,,,,,H,,,,,
17.500,VTD619S,VAREL,4009783,100,1540,1440,8.57,168.03,1,1,WT,S,X,,NO,TD,CHAPMAN 1511 4-23-26MXH,MRMC,MARATHON OIL,17-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,W,,,,35.76228,-98.340776,,,,,,,V,,,,,
12.250,FY616PF,VAREL,4011320,1540,8895,7355,113.66,64.71,2,2,CT,C,X,,WT,PR,CHAPMAN 1511 4-23-26MXH,MRMC,MARATHON OIL,17-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76228,-98.340776,,,,,,,V,,,,,
12.250,FY616PXF,VAREL,4011071,8895,9671,776,11.5,67.48,1,2,CT,,X,,BT,TD,CHAPMAN 1511 4-23-26MXH,MRMC,MARATHON OIL,17-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76228,-98.340776,,,,,,,V,,,,,
8.750,GT64WRHE,SECURITY,13174296,9671,10345,674,20.92,32.22,1,3,CT,S,X,,WT,PR,CHAPMAN 1511 4-23-26MXH,MRMC,MARATHON OIL,17-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76228,-98.340776,,,,,,,C,,,,,
8.750,F613P-F,VAREL,4011285,10345,11008,663,8.83,75.08,1,1,WT,T,X,,PN,BHA,CHAPMAN 1511 4-23-26MXH,MRMC,MARATHON OIL,17-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76228,-98.340776,,,,,,,H,,,,,
8.750,V513PDUX,VAREL,4010608,11008,11807,799,40.17,19.89,1,1,CT,S,X,,CT,TD,CHAPMAN 1511 4-23-26MXH,MRMC,MARATHON OIL,17-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76228,-98.340776,,,,,,,H,,,,,
8.750,VY616P,VAREL,4010527,11807,12129,322,10,32.20,,,,,,,,,CHAPMAN 1511 4-23-26MXH,MRMC,MARATHON OIL,17-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76228,-98.340776,,,,,,,V,,,,,
8.750,VY616P,VAREL,4010527,12129,17206,5077,145.05,35.00,3,3,CT,S,X,1,LT,PR,CHAPMAN 1511 4-23-26MXH,MRMC,MARATHON OIL,17-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76228,-98.340776,,,,,,,H,,,,,
8.750,FY616PF,VAREL,4011233,17206,18363,1157,34.25,33.78,0,1,WT,G,X,,NO,DMF,CHAPMAN 1511 4-23-26MXH,MRMC,MARATHON OIL,17-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76228,-98.340776,,,,,,,H,,,,,
8.750,TKC66-F5,REEDHYCALOG,E260709,18363,19484,1121,24.65,45.48,0,1,WT,G,X,,NO,TD,CHAPMAN 1511 4-23-26MXH,MRMC,MARATHON OIL,17-Jan-19,,HELMERICH & PAYNE DRILLING,510,OKLAHOMA,BLAINE,O,,,,35.76228,-98.340776,,,,,,,H,,,,,
17.500,S519BPX,SMITH BITS,JN2173,110,1419,1309,16.5,79.33,1,1,WT,S,X,,WT,TW,CHAPMAN 1511 5-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,W,,,,35.762336,-98.333048,,,,,,,V,,,,,
17.500,S519BPX,SMITH BITS,JM8959,1419,1421,2,2.5,0.80,8,8,JD,S,X,,JD,BHA,CHAPMAN 1511 5-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.333048,,,,,,,V,,,,,
17.500,XRC115C,SMITH BITS,PM9996,1421,1456,35,4,8.75,3,1,BT,A,2,1,CT,TD,CHAPMAN 1511 5-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.333048,,,,,,,V,,,,,
12.250,R619,SMITH BITS,JP2714,1456,1971,515,11,46.82,8,8,BT,A,X,1,LT,BHA,CHAPMAN 1511 5-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.333048,,,,,,,V,,,,,
12.250,TK66-I1,REEDHYCALOG,A258445,1971,9630,7659,153.58,49.87,2,8,RO,M,X,,LT,TD,CHAPMAN 1511 5-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.333048,,,,,,,V,,,,,
8.750,XS616,SMITH BITS,JP0825,9630,9910,280,6,46.67,8,4,JD,A,X,1,JD,PR,CHAPMAN 1511 5-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.333048,,,,,,,V,,,,,
8.750,TKC63-I1,REEDHYCALOG,A257621,9910,10700,790,18.5,42.70,1,1,WT,S,X,,FC,BHA,CHAPMAN 1511 5-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.333048,,,,,,,H,,,,,
8.750,SPL613,ULTERRA,43463,10700,11239,539,30.5,17.67,0,1,NO,A,X,,NO,BHA,CHAPMAN 1511 5-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.333048,,,,,,,H,,,,,
8.750,HP424,HUGHES,5296023,11239,11470,231,17.5,13.20,1,1,NO,A,1,,FC,BHA,CHAPMAN 1511 5-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.333048,,,,,,,C,,,,,
8.750,DD506TWX,HUGHES,5294795,11470,15379,3909,106.83,36.59,1,2,FC,N,X,,FC,BHA,CHAPMAN 1511 5-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.333048,,,,,,,H,,,,,
8.750,DD506TWX,HUGHES,5298050,15379,15842,463,11.5,40.26,0,0,NO,A,X,,NO,DTF,CHAPMAN 1511 5-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.333048,,,,,,,H,,,,,
8.750,DD506TWX,HUGHES,5298050,15842,19285,3443,95,36.24,1,2,CT,S,X,,NO,TD,CHAPMAN 1511 5-23-26MXH,MRMC,MARATHON OIL,9-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.333048,,,,,,,H,,,,,
17.500,S519,SMITH BITS,JN2173,110,1525,1415,16,88.44,0,0,NO,A,X,,NO,TD,CHAPMAN 1511 6-23-26MXH,MRMC,MARATHON OIL,11-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,W,,,,35.762336,-98.332981,,,,,,,V,,,,,
12.250,MDSI616MBPX,SMITH BITS,JN0990,1525,7200,5675,58,97.84,1,3,CT,S,X,1,FC,BHA,CHAPMAN 1511 6-23-26MXH,MRMC,MARATHON OIL,11-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.332981,,,,,,,V,,,,,
12.250,MDSI613MBPX,SMITH BITS,JN7329,7200,9574,2374,34,69.82,1,2,BT,G,X,,FC,TD,CHAPMAN 1511 6-23-26MXH,MRMC,MARATHON OIL,11-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.332981,,,,,,,V,,,,,
8.750,SPL613,ULTERRA,45452,9574,10660,1086,32.25,33.67,3,8,RO,S,X,,FC,PR,CHAPMAN 1511 6-23-26MXH,MRMC,MARATHON OIL,11-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.332981,,,,,,,C,,,,,
8.750,TYDS13S5,ULTERRA,510484,10660,11621,961,61.5,15.63,1,1,CT,S,X,,FC,BHA,CHAPMAN 1511 6-23-26MXH,MRMC,MARATHON OIL,11-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.332981,,,,,,,H,,,,,
8.750,PLT616D6,ULTERRA,S10671,11621,12585,964,45.08,21.38,2,2,FC,N,X,,FC,BHA,CHAPMAN 1511 6-23-26MXH,MRMC,MARATHON OIL,11-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.332981,,,,,,,H,,,,,
8.750,FY616PS,VAREL,4010952,12585,15616,3031,118,25.69,3,2,BT,S,X,,BT,PR,CHAPMAN 1511 6-23-26MXH,MRMC,MARATHON OIL,11-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.332981,,,,,,,H,,,,,
8.750,XS613,SMITH BITS,JP3057,15616,17673,2057,70,29.39,2,2,BT,N,X,,PN,PR,CHAPMAN 1511 6-23-26MXH,MRMC,MARATHON OIL,11-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.332981,,,,,,,H,,,,,
8.750,TKC66-F5,REEDHYCALOG,E260714,17673,19472,1799,43.5,41.36,0,1,NO,A,X,,NO,TD,CHAPMAN 1511 6-23-26MXH,MRMC,MARATHON OIL,11-Jan-19,,HELMERICH & PAYNE DRILLING,526,OKLAHOMA,BLAINE,O,,,,35.762336,-98.332981,,,,,,,H,,,,,
12.250,SI519,SMITH BITS,JH1558,102,390,288,4,72.00,,,,,,,,,CHARLES GOODNIGHT 18-09-15 1H,MRMC,CHISHOLM OPERATING,24-Feb-19,24-Feb-19,LEGACY DRILLING,18,OKLAHOMA,KINGFISHER,O,,,,36.042661,-98.155624,,,,,,,V,,,,,
8.750,MS616MSPX,SMITH BITS,JP4029,390,7878,7488,71,105.46,,,,,,,,,CHARLES GOODNIGHT 18-09-15 1H,MRMC,CHISHOLM OPERATING,24-Feb-19,26-Feb-19,LEGACY DRILLING,18,OKLAHOMA,KINGFISHER,O,,,,36.042661,-98.155624,,,,,,,V,,,,,
8.750,SPL613,ULTERRA,46586,7878,8379,501,33.5,14.96,,,,,,,,,CHARLES GOODNIGHT 18-09-15 1H,MRMC,CHISHOLM OPERATING,24-Feb-19,2-Mar-19,LEGACY DRILLING,18,OKLAHOMA,KINGFISHER,O,,,,36.042661,-98.155624,,,,,,,V,,,,,
8.750,FH47HYODVP,SMITH BITS,RJ9916,8379,8570,191,21.5,8.88,,,,,,,,,CHARLES GOODNIGHT 18-09-15 1H,MRMC,CHISHOLM OPERATING,24-Feb-19,4-Mar-19,LEGACY DRILLING,18,OKLAHOMA,KINGFISHER,O,,,,36.042661,-98.155624,,,,,,,V,,,,,
6.125,GT64DKR,SECURITY,13132721,8570,10824,2254,42.5,53.04,,,,,,,,,CHARLES GOODNIGHT 18-09-15 1H,MRMC,CHISHOLM OPERATING,24-Feb-19,7-Mar-19,LEGACY DRILLING,18,OKLAHOMA,KINGFISHER,O,,,,36.042661,-98.155624,,,,,,,H,,,,,
6.125,GT64WRHE,SECURITY,13174358,10824,13370,2546,54.5,46.72,,,,,,,,,CHARLES GOODNIGHT 18-09-15 1H,MRMC,CHISHOLM OPERATING,24-Feb-19,10-Mar-19,LEGACY DRILLING,18,OKLAHOMA,KINGFISHER,O,,,,36.042661,-98.155624,,,,,,,H,,,,,
17.500,HC605S,HUGHES,7035969,80,1495,1415,7.5,188.67,1,1,NO,A,0,,NO,TD,CHESTER 2-32-5XHS,SPRINGER,CONTINENTAL RESOURCES,4-Jan-19,,PATTERSON UTI DRILLING,757,OKLAHOMA,GRADY,W,,,,35.043192,-97.859185,,,,,,,V,,,,,
12.250,R619,SMITH BITS,JP1296,1008,10008,941,16,58.81,1,1,NO,A,X,,NO,DTF,CHESTER 2-32-5XHS,SPRINGER,CONTINENTAL RESOURCES,4-Jan-19,,PATTERSON UTI DRILLING,757,OKLAHOMA,GRADY,O,,,,35.043192,-97.859185,,,,,,,V,,,,,
12.250,D506,HUGHES,5286546,1495,7762,6267,46,136.24,2,3,CT,A,X,,WT,PR,CHESTER 2-32-5XHS,SPRINGER,CONTINENTAL RESOURCES,4-Jan-19,,PATTERSON UTI DRILLING,757,OKLAHOMA,GRADY,O,,,,35.043192,-97.859185,,,,,,,V,,,,,
12.250,R619,SMITH BITS,JP2532,7762,9067,1305,24.5,53.27,2,3,LT,A,X,,LT,PR,CHESTER 2-32-5XHS,SPRINGER,CONTINENTAL RESOURCES,4-Jan-19,,PATTERSON UTI DRILLING,757,OKLAHOMA,GRADY,O,,,,35.043192,-97.859185,,,,,,,V,,,,,
12.250,R619,SMITH BITS,JP2531,10008,12463,2455,75.5,32.52,1,3,CT,S,X,,CT,TD,CHESTER 2-32-5XHS,SPRINGER,CONTINENTAL RESOURCES,4-Jan-19,,PATTERSON UTI DRILLING,757,OKLAHOMA,GRADY,O,,,,35.043192,-97.859185,,,,,,,V,,,,,
8.750,DD506X,HUGHES,5276702,12463,12636,173,6.5,26.62,1,0,WT,S,X,,NO,BHA,CHESTER 2-32-5XHS,SPRINGER,CONTINENTAL RESOURCES,4-Jan-19,,PATTERSON UTI DRILLING,757,OKLAHOMA,GRADY,O,,,,35.043192,-97.859185,,,,,,,H,,,,,
8.750,HP424,HUGHES,5296076,12636,13512,876,11.5,76.17,0,1,NO,A,1,,NO,TD,CHESTER 2-32-5XHS,SPRINGER,CONTINENTAL RESOURCES,4-Jan-19,,PATTERSON UTI DRILLING,757,OKLAHOMA,GRADY,O,,,,35.043192,-97.859185,,,,,,,V,,,,,
8.750,HP424,HUGHES,5291621,13512,13610,381,11,34.64,1,1,CT,S,1,,BT,TD,CHESTER 2-32-5XHS,SPRINGER,CONTINENTAL RESOURCES,4-Jan-19,,PATTERSON UTI DRILLING,757,OKLAHOMA,GRADY,O,,,,35.043192,-97.859185,,,,,,,C,,,,,
